epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,58.6639,0.73462,0.53657,0.87479,0.91934,0.9858,0.94889,0.79299,0.67951,0.4786,0.8556,0.00120491,0.00120491,0.00120491
30,60.2679,0.73458,0.52172,0.87485,0.92972,0.98155,0.97608,0.80155,0.66826,0.48644,0.84891,0.0011884,0.0011884,0.0011884
31,61.8703,0.73595,0.50881,0.87314,0.9504,0.9797,0.9727,0.8081,0.67165,0.48888,0.84988,0.0011719,0.0011719,0.0011719
32,63.4624,0.72699,0.50476,0.87479,0.92715,0.96494,0.98145,0.81648,0.67105,0.48544,0.85209,0.0011554,0.0011554,0.0011554
33,65.0698,0.72334,0.50372,0.86965,0.9674,0.95686,0.98423,0.81677,0.68152,0.48013,0.85681,0.00113889,0.00113889,0.00113889
34,66.6807,0.72833,0.50148,0.87156,0.95896,0.95091,0.97858,0.80703,0.69108,0.47001,0.85777,0.00112239,0.00112239,0.00112239
35,68.3269,0.74561,0.5042,0.87979,0.94139,0.97617,0.96085,0.79829,0.66379,0.48245,0.85297,0.00110589,0.00110589,0.00110589
36,69.919,0.71121,0.49126,0.86778,0.95056,0.96589,0.96207,0.79272,0.6851,0.47121,0.85116,0.00108938,0.00108938,0.00108938
37,71.5149,0.70423,0.47153,0.86836,0.9419,0.98347,0.97765,0.81273,0.6676,0.47864,0.84772,0.00107288,0.00107288,0.00107288
38,73.1115,0.70037,0.46995,0.86796,0.9591,0.98339,0.97201,0.80922,0.67634,0.48492,0.85317,0.00105638,0.00105638,0.00105638
39,74.7151,0.68382,0.46265,0.8563,0.91842,0.9773,0.96262,0.80148,0.6656,0.48948,0.8515,0.00103987,0.00103987,0.00103987
40,76.312,0.69888,0.47234,0.87337,0.94084,0.98339,0.9678,0.804,0.67226,0.4665,0.85194,0.00102337,0.00102337,0.00102337
41,77.9209,0.69524,0.46255,0.86112,0.91339,0.98597,0.9505,0.79226,0.70023,0.481,0.85621,0.00100687,0.00100687,0.00100687
42,79.5179,0.68035,0.46784,0.85786,0.94763,0.98474,0.97688,0.81574,0.66222,0.44084,0.84667,0.000990365,0.000990365,0.000990365
43,81.1199,0.68178,0.44251,0.85963,0.96295,0.99086,0.97839,0.81257,0.66248,0.4164,0.84902,0.000973861,0.000973861,0.000973861
44,82.7195,0.68987,0.45307,0.86145,0.97019,0.97582,0.98279,0.82042,0.64818,0.41139,0.84508,0.000957358,0.000957358,0.000957358
45,84.3343,0.68918,0.44511,0.86627,0.96204,0.97836,0.98298,0.82159,0.66459,0.43131,0.84528,0.000940855,0.000940855,0.000940855
46,85.9652,0.67078,0.44409,0.86098,0.97337,0.97786,0.98441,0.81855,0.6477,0.40198,0.84498,0.000924352,0.000924352,0.000924352
47,87.5752,0.6685,0.44007,0.8582,0.93826,0.97601,0.97942,0.81622,0.69393,0.43484,0.85679,0.000907848,0.000907848,0.000907848
48,89.1745,0.68785,0.43733,0.86392,0.92825,0.97786,0.9758,0.80785,0.69939,0.48953,0.86049,0.000891345,0.000891345,0.000891345
49,90.7777,0.70326,0.44991,0.86698,0.93551,0.98715,0.96792,0.80802,0.67913,0.42363,0.85603,0.000874842,0.000874842,0.000874842
50,92.3716,0.6719,0.44022,0.85539,0.93971,0.98893,0.97752,0.80668,0.67838,0.40581,0.85315,0.000858338,0.000858338,0.000858338
51,93.9699,0.66787,0.4219,0.86287,0.94372,0.97818,0.97667,0.81325,0.66822,0.40912,0.8507,0.000841835,0.000841835,0.000841835
52,95.5578,0.66005,0.42926,0.8633,0.93364,0.9797,0.97298,0.82031,0.65433,0.41399,0.84497,0.000825332,0.000825332,0.000825332
53,97.1855,0.66553,0.4213,0.85052,0.94423,0.98524,0.9814,0.82144,0.65214,0.40013,0.84553,0.000808828,0.000808828,0.000808828
54,98.7994,0.6457,0.41247,0.84868,0.97285,0.98335,0.98233,0.81581,0.64985,0.38777,0.84808,0.000792325,0.000792325,0.000792325
55,100.402,0.66227,0.41293,0.85358,0.94748,0.98893,0.9773,0.81377,0.6647,0.42168,0.85207,0.000775822,0.000775822,0.000775822
56,102.015,0.66451,0.41766,0.86063,0.94053,0.95993,0.97788,0.81885,0.65125,0.41824,0.8491,0.000759318,0.000759318,0.000759318
57,103.646,0.64777,0.40639,0.84956,0.95135,0.97417,0.98022,0.81676,0.65046,0.41442,0.84495,0.000742815,0.000742815,0.000742815
58,105.262,0.6475,0.40266,0.84232,0.93965,0.98288,0.98362,0.82404,0.64646,0.38485,0.84753,0.000726312,0.000726312,0.000726312
59,106.899,0.64795,0.39937,0.85057,0.96978,0.98349,0.98419,0.82283,0.65241,0.37843,0.84844,0.000709809,0.000709809,0.000709809
60,108.517,0.64118,0.40008,0.85425,0.96382,0.98155,0.98341,0.8244,0.65965,0.37835,0.8505,0.000693305,0.000693305,0.000693305
61,110.134,0.64379,0.40093,0.84857,0.93749,0.98524,0.97445,0.81112,0.66793,0.38878,0.85117,0.000676802,0.000676802,0.000676802
62,111.74,0.61641,0.38912,0.84636,0.96387,0.99032,0.9804,0.82348,0.65035,0.37416,0.84687,0.000660299,0.000660299,0.000660299
63,113.347,0.62722,0.38279,0.84206,0.96052,0.98948,0.98117,0.82051,0.66885,0.39594,0.85092,0.000643795,0.000643795,0.000643795
64,114.938,0.63907,0.38987,0.85803,0.94879,0.99197,0.98229,0.83172,0.63166,0.37846,0.84191,0.000627292,0.000627292,0.000627292
65,116.551,0.6523,0.40114,0.85398,0.96155,0.98524,0.98276,0.83371,0.6338,0.38228,0.84107,0.000610789,0.000610789,0.000610789
66,118.176,0.63116,0.39895,0.84238,0.96372,0.98917,0.98042,0.8226,0.66011,0.38626,0.84664,0.000594286,0.000594286,0.000594286
67,119.795,0.63393,0.39407,0.84819,0.96684,0.98602,0.97954,0.81952,0.65232,0.37755,0.84643,0.000577782,0.000577782,0.000577782
68,121.388,0.60736,0.38574,0.84572,0.96389,0.9861,0.98115,0.83394,0.64343,0.3897,0.8428,0.000561279,0.000561279,0.000561279
69,122.997,0.61193,0.38977,0.84885,0.96535,0.98524,0.97941,0.83273,0.64394,0.38833,0.8432,0.000544776,0.000544776,0.000544776
70,124.614,0.61211,0.37954,0.8402,0.97328,0.9852,0.98124,0.82841,0.65556,0.37093,0.84597,0.000528272,0.000528272,0.000528272
71,126.204,0.61809,0.3855,0.84679,0.93918,0.98339,0.97244,0.81366,0.64998,0.37784,0.84654,0.000511769,0.000511769,0.000511769
72,127.802,0.61903,0.38044,0.84431,0.93795,0.98472,0.96543,0.80494,0.65244,0.37645,0.84919,0.000495266,0.000495266,0.000495266
73,129.413,0.63745,0.38594,0.8437,0.93184,0.98339,0.97838,0.82546,0.65928,0.37847,0.84909,0.000478762,0.000478762,0.000478762
74,131.022,0.61677,0.37262,0.84555,0.94966,0.97809,0.97789,0.82778,0.64295,0.37224,0.84668,0.000462259,0.000462259,0.000462259
75,132.628,0.61506,0.37669,0.84201,0.95625,0.97884,0.97865,0.82362,0.63454,0.36618,0.8463,0.000445756,0.000445756,0.000445756
76,134.23,0.59667,0.36624,0.8496,0.93331,0.98994,0.96064,0.80677,0.65075,0.36968,0.84693,0.000429253,0.000429253,0.000429253
77,135.828,0.60546,0.3653,0.84176,0.9313,0.98992,0.95944,0.81395,0.62566,0.37847,0.84367,0.000412749,0.000412749,0.000412749
78,137.439,0.56577,0.34513,0.83228,0.95891,0.98272,0.97737,0.82444,0.63271,0.37274,0.84071,0.000396246,0.000396246,0.000396246
79,139.026,0.58202,0.36397,0.8355,0.96434,0.98155,0.97638,0.82566,0.63797,0.37315,0.84183,0.000379743,0.000379743,0.000379743
80,140.638,0.57713,0.3579,0.84541,0.95699,0.98708,0.97608,0.82079,0.63649,0.37518,0.84233,0.000363239,0.000363239,0.000363239
81,142.249,0.5911,0.36174,0.83746,0.93186,0.98524,0.9608,0.80983,0.64261,0.37607,0.84286,0.000346736,0.000346736,0.000346736
82,143.853,0.57766,0.35061,0.83513,0.93456,0.98708,0.96495,0.81539,0.63488,0.37128,0.84138,0.000330233,0.000330233,0.000330233
83,145.442,0.58597,0.35264,0.84443,0.93542,0.98417,0.9741,0.82004,0.65182,0.37282,0.8439,0.000313729,0.000313729,0.000313729
84,147.031,0.57758,0.34963,0.8408,0.94964,0.98412,0.97922,0.83081,0.641,0.35971,0.84064,0.000297226,0.000297226,0.000297226
85,148.633,0.55923,0.34702,0.83152,0.96103,0.98708,0.98052,0.82873,0.64037,0.36066,0.84114,0.000280723,0.000280723,0.000280723
86,150.246,0.57595,0.35655,0.83375,0.97129,0.97491,0.97946,0.82484,0.64956,0.3686,0.84453,0.00026422,0.00026422,0.00026422
87,151.858,0.58315,0.35118,0.84128,0.9678,0.97417,0.9812,0.8306,0.64683,0.37308,0.84462,0.000247716,0.000247716,0.000247716
88,153.469,0.56592,0.3467,0.83243,0.96617,0.97417,0.9816,0.8306,0.6482,0.37044,0.84377,0.000231213,0.000231213,0.000231213
