epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,30.7415,0.81885,0.66959,0.90233,0.95172,0.95628,0.98048,0.75849,0.82789,0.68622,0.90833,0.0017228,0.0017228,0.0017228
16,32.1093,0.83566,0.66132,0.8996,0.93455,0.95901,0.98267,0.75739,0.78491,0.6414,0.88066,0.001703,0.001703,0.001703
17,33.4643,0.81361,0.64156,0.89053,0.95149,0.95146,0.98438,0.75234,0.81018,0.67359,0.90152,0.0016832,0.0016832,0.0016832
18,34.8008,0.82044,0.6124,0.90203,0.93214,0.94776,0.9874,0.77274,0.788,0.64853,0.88703,0.0016634,0.0016634,0.0016634
19,36.1575,0.75795,0.60326,0.88689,0.94188,0.97015,0.98868,0.77885,0.79768,0.58039,0.88608,0.0016436,0.0016436,0.0016436
20,37.5087,0.79063,0.60586,0.89695,0.904,0.94871,0.97602,0.76819,0.76472,0.63578,0.8736,0.0016238,0.0016238,0.0016238
21,38.8443,0.79772,0.58999,0.88817,0.93924,0.91791,0.96601,0.73936,0.78773,0.73374,0.87995,0.001604,0.001604,0.001604
22,40.1818,0.81987,0.58873,0.89534,0.94758,0.94432,0.98137,0.77023,0.76077,0.62974,0.87655,0.0015842,0.0015842,0.0015842
23,41.5176,0.77104,0.56431,0.89685,0.9733,0.95209,0.99164,0.77618,0.77841,0.54552,0.88059,0.0015644,0.0015644,0.0015644
24,42.8481,0.77532,0.56268,0.89388,0.97559,0.98507,0.993,0.78204,0.76662,0.51439,0.87629,0.0015446,0.0015446,0.0015446
25,44.1892,0.80127,0.5707,0.87969,0.97859,0.97761,0.99345,0.77506,0.76894,0.53027,0.86705,0.0015248,0.0015248,0.0015248
26,45.5222,0.76171,0.554,0.87818,0.96713,0.98804,0.99093,0.78527,0.76018,0.50637,0.87106,0.001505,0.001505,0.001505
27,46.8912,0.75414,0.53735,0.88325,0.95687,0.99331,0.98971,0.7931,0.75265,0.50797,0.87401,0.0014852,0.0014852,0.0014852
28,48.2268,0.77675,0.52571,0.88707,0.96357,0.98707,0.99091,0.77358,0.75906,0.51061,0.87014,0.0014654,0.0014654,0.0014654
29,49.5532,0.76376,0.5276,0.88093,0.95911,0.96273,0.98765,0.78368,0.75241,0.50397,0.87109,0.0014456,0.0014456,0.0014456
30,50.8804,0.77423,0.52786,0.88284,0.95542,0.95956,0.98836,0.79316,0.73918,0.54434,0.86849,0.0014258,0.0014258,0.0014258
31,52.2161,0.73,0.51061,0.8746,0.96014,0.98875,0.99006,0.78408,0.76052,0.49636,0.87176,0.001406,0.001406,0.001406
32,53.5488,0.72164,0.49271,0.87075,0.9884,0.9535,0.99194,0.79473,0.7327,0.47402,0.86471,0.0013862,0.0013862,0.0013862
33,54.9016,0.74283,0.50146,0.88011,0.95741,0.97015,0.98898,0.78591,0.73055,0.48016,0.86675,0.0013664,0.0013664,0.0013664
34,56.2329,0.74064,0.50058,0.8801,0.93298,0.97015,0.98761,0.79372,0.72924,0.48964,0.87088,0.0013466,0.0013466,0.0013466
35,57.56,0.72867,0.48696,0.87561,0.96249,0.95149,0.98944,0.79684,0.73741,0.47162,0.87143,0.0013268,0.0013268,0.0013268
36,58.9883,0.72341,0.48874,0.8773,0.97003,0.96607,0.98914,0.78881,0.73722,0.45995,0.86974,0.001307,0.001307,0.001307
37,60.3113,0.7283,0.48356,0.87519,0.99617,0.97114,0.99125,0.79742,0.72945,0.45396,0.86704,0.0012872,0.0012872,0.0012872
38,61.6496,0.71884,0.48097,0.8702,0.98491,0.97392,0.99321,0.79611,0.71847,0.43537,0.86435,0.0012674,0.0012674,0.0012674
39,62.97,0.71531,0.4587,0.8724,0.97293,0.98881,0.99345,0.80016,0.70391,0.42985,0.85928,0.0012476,0.0012476,0.0012476
40,64.3024,0.70615,0.47186,0.87689,0.98831,0.94654,0.98546,0.78737,0.73089,0.47366,0.86363,0.0012278,0.0012278,0.0012278
41,65.6172,0.70516,0.46174,0.8714,0.98401,0.97015,0.99211,0.79223,0.73518,0.4356,0.86374,0.001208,0.001208,0.001208
42,66.9586,0.70079,0.45487,0.86511,0.96682,0.97841,0.99288,0.7973,0.71115,0.42325,0.85992,0.0011882,0.0011882,0.0011882
43,68.2741,0.71767,0.45751,0.87397,0.96649,0.98507,0.9893,0.79025,0.72899,0.44278,0.86388,0.0011684,0.0011684,0.0011684
44,69.595,0.70289,0.44625,0.86526,0.95675,0.98507,0.98721,0.79414,0.73084,0.457,0.86485,0.0011486,0.0011486,0.0011486
45,70.9091,0.70407,0.45599,0.8688,0.94307,0.98889,0.98887,0.7967,0.73422,0.43969,0.86824,0.0011288,0.0011288,0.0011288
46,72.2294,0.69892,0.44239,0.87655,0.98484,0.96973,0.99141,0.80108,0.71756,0.42613,0.86004,0.001109,0.001109,0.001109
47,73.5615,0.68757,0.43471,0.87065,0.98298,0.96642,0.99243,0.80117,0.72272,0.42201,0.86229,0.0010892,0.0010892,0.0010892
48,74.8882,0.69689,0.43659,0.86683,0.95744,0.98507,0.99331,0.80341,0.70784,0.41656,0.85823,0.0010694,0.0010694,0.0010694
49,76.2122,0.69819,0.44516,0.86027,0.98119,0.9731,0.99327,0.79897,0.70908,0.41102,0.86038,0.0010496,0.0010496,0.0010496
50,77.5312,0.68571,0.43277,0.86673,0.99227,0.96642,0.99304,0.7913,0.73985,0.42225,0.86662,0.0010298,0.0010298,0.0010298
51,78.8597,0.67036,0.42643,0.8557,0.99153,0.96642,0.99308,0.81161,0.7111,0.40193,0.85837,0.00101,0.00101,0.00101
52,80.1858,0.67403,0.43078,0.85867,0.9835,0.96642,0.99322,0.80892,0.70648,0.40979,0.85663,0.0009902,0.0009902,0.0009902
53,81.4977,0.66088,0.42244,0.84988,0.98089,0.9575,0.98498,0.79915,0.71485,0.41981,0.85985,0.0009704,0.0009704,0.0009704
54,82.8378,0.65021,0.41439,0.84968,0.98857,0.96776,0.98885,0.80941,0.70413,0.39863,0.85684,0.0009506,0.0009506,0.0009506
55,84.1558,0.66295,0.41023,0.85802,0.97401,0.97891,0.99211,0.80738,0.71373,0.40731,0.86105,0.0009308,0.0009308,0.0009308
56,85.4826,0.66053,0.40546,0.84925,0.98346,0.98134,0.99374,0.81513,0.6978,0.38717,0.85718,0.000911,0.000911,0.000911
57,86.8242,0.66728,0.41246,0.85646,0.98007,0.98881,0.99431,0.80971,0.70827,0.38491,0.86006,0.0008912,0.0008912,0.0008912
58,88.1553,0.65521,0.40431,0.85206,0.97411,0.98293,0.9937,0.81103,0.70831,0.39046,0.85758,0.0008714,0.0008714,0.0008714
59,89.4749,0.65641,0.40967,0.85632,0.98858,0.96899,0.99193,0.81261,0.69676,0.39378,0.85455,0.0008516,0.0008516,0.0008516
60,90.8146,0.67543,0.40978,0.85433,0.98284,0.98507,0.99358,0.81107,0.70392,0.38508,0.85633,0.0008318,0.0008318,0.0008318
61,92.1401,0.65517,0.40086,0.8498,0.98384,0.98134,0.99302,0.81664,0.69667,0.38393,0.85359,0.000812,0.000812,0.000812
62,93.4768,0.63427,0.39238,0.85244,0.98377,0.98881,0.99354,0.82018,0.68989,0.36747,0.85669,0.0007922,0.0007922,0.0007922
63,94.9075,0.63863,0.38801,0.85437,0.98509,0.98617,0.99294,0.8152,0.69932,0.37145,0.85909,0.0007724,0.0007724,0.0007724
64,96.2272,0.63938,0.38339,0.84898,0.98768,0.98507,0.99439,0.81866,0.68598,0.37151,0.85726,0.0007526,0.0007526,0.0007526
65,97.5516,0.6408,0.38734,0.85694,0.99248,0.98517,0.9946,0.81115,0.6898,0.35676,0.85509,0.0007328,0.0007328,0.0007328
66,98.8749,0.63723,0.38644,0.85377,0.99622,0.98329,0.99474,0.81142,0.70286,0.35555,0.85909,0.000713,0.000713,0.000713
67,100.203,0.62005,0.37807,0.8565,0.98884,0.9915,0.99466,0.80828,0.69613,0.36974,0.85579,0.0006932,0.0006932,0.0006932
68,101.522,0.62783,0.38126,0.84764,0.99615,0.96557,0.99404,0.80913,0.69737,0.37559,0.85668,0.0006734,0.0006734,0.0006734
69,102.865,0.63311,0.38424,0.85117,0.99161,0.97388,0.99422,0.81201,0.70199,0.36355,0.85988,0.0006536,0.0006536,0.0006536
70,104.191,0.639,0.37825,0.8484,0.99141,0.97388,0.99426,0.81487,0.69027,0.35987,0.8574,0.0006338,0.0006338,0.0006338
71,105.522,0.63638,0.37726,0.84707,0.98518,0.99207,0.99455,0.80733,0.68929,0.35945,0.85918,0.000614,0.000614,0.000614
72,106.847,0.62464,0.37742,0.84227,0.98879,0.98741,0.99424,0.81487,0.68676,0.36095,0.85618,0.0005942,0.0005942,0.0005942
73,108.185,0.61569,0.37438,0.8416,0.97723,0.98881,0.99452,0.81428,0.68765,0.36298,0.85618,0.0005744,0.0005744,0.0005744
74,109.509,0.62176,0.37718,0.83754,0.98722,0.97761,0.99397,0.81098,0.68887,0.35889,0.85774,0.0005546,0.0005546,0.0005546
75,110.84,0.58671,0.35892,0.83511,0.99241,0.97519,0.99386,0.80639,0.69869,0.36746,0.86233,0.0005348,0.0005348,0.0005348
76,112.159,0.60181,0.37159,0.8439,0.99616,0.96875,0.9924,0.81323,0.68938,0.36503,0.85841,0.000515,0.000515,0.000515
77,113.473,0.60498,0.37033,0.83638,0.98977,0.97015,0.99423,0.813,0.69166,0.35691,0.8564,0.0004952,0.0004952,0.0004952
78,114.793,0.59761,0.36962,0.83766,0.9887,0.97963,0.99448,0.81112,0.69188,0.35268,0.85539,0.0004754,0.0004754,0.0004754
79,116.117,0.58079,0.36052,0.83525,0.98153,0.99168,0.99459,0.81642,0.691,0.3414,0.85631,0.0004556,0.0004556,0.0004556
80,117.437,0.59385,0.36487,0.84395,0.9837,0.99627,0.9947,0.82035,0.67401,0.33153,0.85009,0.0004358,0.0004358,0.0004358
81,118.772,0.60298,0.35862,0.84286,0.98524,0.99615,0.99458,0.82441,0.67911,0.3365,0.85401,0.000416,0.000416,0.000416
82,120.112,0.58958,0.35782,0.84024,0.98888,0.99586,0.99455,0.82257,0.67883,0.33315,0.85329,0.0003962,0.0003962,0.0003962
83,121.428,0.59072,0.35301,0.83444,0.98883,0.99125,0.99459,0.82323,0.67889,0.33996,0.85078,0.0003764,0.0003764,0.0003764
84,122.75,0.5902,0.35171,0.8376,0.98521,0.99446,0.99451,0.81198,0.69092,0.34231,0.85416,0.0003566,0.0003566,0.0003566
85,124.087,0.59753,0.35206,0.84615,0.98265,0.99254,0.99436,0.81241,0.69273,0.34203,0.85529,0.0003368,0.0003368,0.0003368
86,125.4,0.59036,0.3479,0.83202,0.98515,0.99254,0.9942,0.8135,0.69539,0.34175,0.85886,0.000317,0.000317,0.000317
87,126.808,0.60725,0.35672,0.84238,0.98818,0.98507,0.99418,0.80887,0.69443,0.34164,0.85723,0.0002972,0.0002972,0.0002972
88,128.121,0.56995,0.33662,0.83317,0.98871,0.98881,0.99419,0.81215,0.69523,0.34032,0.85751,0.0002774,0.0002774,0.0002774
89,129.437,0.56664,0.34134,0.83449,0.98759,0.98881,0.99393,0.81751,0.68397,0.338,0.8545,0.0002576,0.0002576,0.0002576
90,130.771,0.56186,0.33691,0.82757,0.9888,0.98791,0.99399,0.80957,0.68469,0.3395,0.85486,0.0002378,0.0002378,0.0002378
91,132.671,0.57063,0.33294,0.8304,0.99242,0.98507,0.99429,0.80866,0.70045,0.34035,0.8593,0.000218,0.000218,0.000218
92,133.99,0.54927,0.32332,0.82224,0.9922,0.97761,0.99433,0.81096,0.68673,0.33934,0.85734,0.0001982,0.0001982,0.0001982
93,135.29,0.54029,0.3165,0.81486,0.97435,0.99199,0.99429,0.81292,0.67983,0.33324,0.8555,0.0001784,0.0001784,0.0001784
94,136.602,0.53868,0.31512,0.81807,0.97064,0.98681,0.9941,0.81332,0.67293,0.33477,0.85331,0.0001586,0.0001586,0.0001586
95,137.906,0.54443,0.31185,0.81388,0.9814,0.98436,0.99385,0.81781,0.67171,0.33334,0.85265,0.0001388,0.0001388,0.0001388
96,139.21,0.53952,0.31672,0.81664,0.98141,0.98477,0.99385,0.81388,0.67372,0.33345,0.853,0.000119,0.000119,0.000119
97,140.514,0.5276,0.31131,0.80923,0.98497,0.98507,0.994,0.81866,0.67104,0.33176,0.85323,9.92e-05,9.92e-05,9.92e-05
98,141.816,0.53802,0.30989,0.81666,0.98423,0.98507,0.99422,0.81872,0.67053,0.32972,0.85256,7.94e-05,7.94e-05,7.94e-05
99,143.111,0.53064,0.30733,0.81719,0.98876,0.98446,0.99448,0.81778,0.66946,0.32618,0.85216,5.96e-05,5.96e-05,5.96e-05
100,144.409,0.5262,0.3077,0.82144,0.9815,0.98974,0.99451,0.81796,0.66952,0.32477,0.85209,3.98e-05,3.98e-05,3.98e-05
