epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,98.1983,0.70623,0.44792,0.86522,0.99005,0.99366,0.99408,0.84075,0.64475,0.37238,0.8315,0.000990365,0.000990365,0.000990365
43,100.254,0.723,0.44354,0.87467,0.98393,0.99595,0.99374,0.85754,0.63736,0.37069,0.82839,0.000973861,0.000973861,0.000973861
44,102.308,0.69083,0.43078,0.85348,0.99162,0.9926,0.99414,0.85805,0.63667,0.35241,0.82728,0.000957358,0.000957358,0.000957358
45,104.371,0.69553,0.42988,0.86763,0.97415,0.99067,0.99434,0.84912,0.62495,0.36844,0.82617,0.000940855,0.000940855,0.000940855
46,106.424,0.69437,0.42568,0.85979,0.98845,0.99271,0.99462,0.85973,0.6286,0.35808,0.83056,0.000924352,0.000924352,0.000924352
47,108.475,0.66268,0.40407,0.8501,0.98102,0.99247,0.99477,0.85191,0.62295,0.35306,0.82964,0.000907848,0.000907848,0.000907848
48,110.536,0.68909,0.41787,0.86493,0.97031,0.99154,0.99386,0.84644,0.63261,0.3608,0.82973,0.000891345,0.000891345,0.000891345
49,112.586,0.70155,0.42665,0.85896,0.99133,0.9946,0.99437,0.84468,0.62816,0.36557,0.82946,0.000874842,0.000874842,0.000874842
50,114.643,0.66046,0.40547,0.8533,0.96844,0.99043,0.9941,0.85826,0.62659,0.34876,0.82769,0.000858338,0.000858338,0.000858338
51,116.689,0.65731,0.39578,0.85441,0.97109,0.99089,0.99466,0.85238,0.61487,0.34514,0.8243,0.000841835,0.000841835,0.000841835
52,118.739,0.67471,0.40898,0.85292,0.98296,0.97669,0.99373,0.85096,0.62208,0.35027,0.82694,0.000825332,0.000825332,0.000825332
53,120.792,0.66259,0.39692,0.85236,0.98973,0.99471,0.99459,0.85226,0.62552,0.33836,0.82771,0.000808828,0.000808828,0.000808828
54,122.846,0.65872,0.40246,0.85585,0.99059,0.99467,0.99476,0.85752,0.62368,0.3425,0.82959,0.000792325,0.000792325,0.000792325
55,124.974,0.67429,0.40071,0.88722,0.98881,0.98943,0.99288,0.86515,0.60791,0.34068,0.82554,0.000775822,0.000775822,0.000775822
56,127.034,0.65607,0.38635,0.85286,0.98511,0.9926,0.99281,0.85904,0.6056,0.3392,0.82361,0.000759318,0.000759318,0.000759318
57,129.098,0.64538,0.398,0.84894,0.99191,0.99049,0.9948,0.86089,0.60707,0.32478,0.82046,0.000742815,0.000742815,0.000742815
58,131.14,0.65027,0.3843,0.84637,0.99236,0.99366,0.99479,0.86517,0.59382,0.32128,0.82085,0.000726312,0.000726312,0.000726312
59,133.223,0.65073,0.38549,0.8537,0.98462,0.99577,0.99465,0.8485,0.61274,0.33268,0.82629,0.000709809,0.000709809,0.000709809
60,135.276,0.63875,0.37781,0.85326,0.98961,0.9908,0.9945,0.86237,0.60954,0.32834,0.82216,0.000693305,0.000693305,0.000693305
61,137.332,0.62944,0.38506,0.85017,0.99453,0.99631,0.99467,0.86465,0.60712,0.32975,0.82223,0.000676802,0.000676802,0.000676802
62,139.396,0.66089,0.39056,0.84978,0.99224,0.99471,0.99474,0.85284,0.60327,0.3285,0.82374,0.000660299,0.000660299,0.000660299
63,141.446,0.6371,0.39068,0.84589,0.99122,0.99455,0.99464,0.85943,0.60342,0.3286,0.82144,0.000643795,0.000643795,0.000643795
64,143.496,0.63361,0.37877,0.84896,0.98351,0.99235,0.99476,0.85544,0.59766,0.31872,0.82179,0.000627292,0.000627292,0.000627292
65,145.553,0.6284,0.38131,0.84998,0.95291,0.99186,0.99425,0.85336,0.60154,0.32559,0.8226,0.000610789,0.000610789,0.000610789
66,147.614,0.62974,0.38641,0.84664,0.95258,0.98943,0.99291,0.8602,0.58983,0.33144,0.81945,0.000594286,0.000594286,0.000594286
67,149.673,0.61896,0.36465,0.85378,0.95806,0.99478,0.99419,0.86147,0.5845,0.32005,0.82098,0.000577782,0.000577782,0.000577782
68,151.737,0.61519,0.36966,0.84831,0.98189,0.99023,0.99432,0.84409,0.60246,0.32223,0.82395,0.000561279,0.000561279,0.000561279
69,153.784,0.63976,0.37818,0.85133,0.99092,0.99555,0.99472,0.86337,0.59805,0.32267,0.82238,0.000544776,0.000544776,0.000544776
70,155.852,0.61732,0.36949,0.84486,0.99156,0.99154,0.99465,0.8628,0.59084,0.31216,0.81851,0.000528272,0.000528272,0.000528272
71,157.894,0.63141,0.36799,0.84662,0.99347,0.99223,0.99454,0.86356,0.57927,0.30706,0.81542,0.000511769,0.000511769,0.000511769
72,159.943,0.61611,0.36476,0.83905,0.98586,0.9915,0.99465,0.86494,0.57528,0.31042,0.8151,0.000495266,0.000495266,0.000495266
73,162.004,0.62221,0.35774,0.85247,0.98766,0.99397,0.99476,0.86176,0.58295,0.30155,0.81829,0.000478762,0.000478762,0.000478762
74,164.067,0.59983,0.35954,0.84311,0.95904,0.99584,0.99398,0.8522,0.58984,0.31229,0.82025,0.000462259,0.000462259,0.000462259
75,166.127,0.60755,0.35659,0.84308,0.97108,0.99471,0.99436,0.86663,0.57677,0.31401,0.81696,0.000445756,0.000445756,0.000445756
76,168.201,0.59396,0.35423,0.83474,0.98978,0.99366,0.99439,0.86614,0.58065,0.3023,0.81622,0.000429253,0.000429253,0.000429253
77,170.337,0.5918,0.34931,0.84118,0.99266,0.9947,0.99443,0.85968,0.56697,0.29777,0.81547,0.000412749,0.000412749,0.000412749
78,172.399,0.60696,0.35164,0.84579,0.98928,0.99407,0.99415,0.86002,0.56004,0.30402,0.81395,0.000396246,0.000396246,0.000396246
79,174.449,0.59082,0.34419,0.84439,0.98985,0.99181,0.9944,0.86003,0.56158,0.30064,0.8128,0.000379743,0.000379743,0.000379743
80,176.51,0.59025,0.34977,0.84033,0.99168,0.99142,0.99475,0.86621,0.57819,0.30135,0.81576,0.000363239,0.000363239,0.000363239
81,178.57,0.59935,0.34649,0.84143,0.99291,0.99259,0.99481,0.86568,0.5543,0.29364,0.81182,0.000346736,0.000346736,0.000346736
82,180.647,0.58056,0.33976,0.83702,0.99115,0.98779,0.99467,0.87362,0.56234,0.29804,0.81355,0.000330233,0.000330233,0.000330233
83,182.72,0.58968,0.34086,0.83258,0.98688,0.98987,0.99422,0.8726,0.56714,0.29978,0.81501,0.000313729,0.000313729,0.000313729
84,184.804,0.58262,0.33913,0.83612,0.99179,0.98911,0.99475,0.86756,0.55514,0.29494,0.81336,0.000297226,0.000297226,0.000297226
85,186.866,0.57918,0.33581,0.83012,0.99062,0.99381,0.99476,0.87519,0.55105,0.28803,0.81106,0.000280723,0.000280723,0.000280723
86,188.945,0.56659,0.32923,0.8346,0.98834,0.99616,0.99413,0.87043,0.5488,0.28479,0.81011,0.00026422,0.00026422,0.00026422
87,191.02,0.5732,0.33439,0.83876,0.98992,0.99165,0.99377,0.87374,0.54944,0.28498,0.81086,0.000247716,0.000247716,0.000247716
88,193.089,0.57418,0.32838,0.83291,0.98777,0.99275,0.99383,0.86941,0.54899,0.28912,0.81164,0.000231213,0.000231213,0.000231213
89,195.157,0.56002,0.33215,0.83371,0.98911,0.99304,0.9941,0.86606,0.53876,0.28599,0.80922,0.00021471,0.00021471,0.00021471
90,197.234,0.57357,0.33154,0.83458,0.98908,0.99528,0.99407,0.86476,0.54715,0.28283,0.81152,0.000198206,0.000198206,0.000198206
91,199.877,0.54607,0.31214,0.82059,0.99022,0.99388,0.99386,0.8651,0.55238,0.28817,0.81266,0.000181703,0.000181703,0.000181703
92,201.911,0.55161,0.30094,0.82171,0.98959,0.99683,0.99382,0.86923,0.55561,0.2911,0.81077,0.0001652,0.0001652,0.0001652
93,203.954,0.54879,0.30961,0.82689,0.98953,0.99579,0.99385,0.86582,0.54659,0.289,0.80964,0.000148696,0.000148696,0.000148696
94,205.977,0.53228,0.29758,0.81949,0.98979,0.99529,0.99376,0.87103,0.54891,0.28443,0.81078,0.000132193,0.000132193,0.000132193
95,208.017,0.52601,0.29633,0.82206,0.98901,0.99478,0.99367,0.87292,0.54685,0.28234,0.80991,0.00011569,0.00011569,0.00011569
96,210.039,0.53535,0.30183,0.82161,0.99026,0.99271,0.99384,0.87353,0.53997,0.28059,0.80919,9.91865e-05,9.91865e-05,9.91865e-05
97,212.059,0.53046,0.29885,0.81826,0.98853,0.99401,0.99404,0.87189,0.53868,0.2803,0.80889,8.26832e-05,8.26832e-05,8.26832e-05
98,214.096,0.5124,0.28586,0.81997,0.98889,0.9936,0.99408,0.86913,0.54011,0.28181,0.80875,6.61799e-05,6.61799e-05,6.61799e-05
99,216.116,0.53072,0.28888,0.81398,0.98847,0.99488,0.99409,0.87142,0.53576,0.27912,0.80829,4.96766e-05,4.96766e-05,4.96766e-05
100,218.25,0.52703,0.28777,0.81852,0.98929,0.99344,0.99404,0.87203,0.53439,0.27794,0.80843,3.31733e-05,3.31733e-05,3.31733e-05
