epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,37.8924,0.81103,0.75213,0.94551,0.87883,0.91667,0.90083,0.70881,0.82685,1.07877,0.89447,0.0014852,0.0014852,0.0014852
28,38.7573,0.81742,0.72352,0.93575,0.86016,0.93976,0.90965,0.7229,0.81691,0.93877,0.89418,0.0014654,0.0014654,0.0014654
29,39.6101,0.78085,0.7436,0.95558,0.89517,0.94883,0.94475,0.72762,0.85261,0.8154,0.90632,0.0014456,0.0014456,0.0014456
30,40.3809,0.78562,0.73202,0.95173,0.93014,0.92463,0.94876,0.73894,0.83057,0.75098,0.89658,0.0014258,0.0014258,0.0014258
31,41.1711,0.76196,0.69358,0.9165,0.91415,0.93056,0.95161,0.74976,0.81907,0.73895,0.8917,0.001406,0.001406,0.001406
32,42.0948,0.77295,0.70683,0.94042,0.92434,0.93056,0.94911,0.75547,0.80473,0.74236,0.88758,0.0013862,0.0013862,0.0013862
33,42.9413,0.74105,0.66595,0.92114,0.9277,0.93056,0.94191,0.75009,0.80342,0.72307,0.8941,0.0013664,0.0013664,0.0013664
34,43.7704,0.7324,0.65848,0.9418,0.94073,0.93056,0.94965,0.74172,0.81429,0.67276,0.90089,0.0013466,0.0013466,0.0013466
35,44.6609,0.75397,0.65054,0.92776,0.9393,0.93056,0.95352,0.74556,0.79197,0.65541,0.89596,0.0013268,0.0013268,0.0013268
36,45.7735,0.7522,0.64244,0.93466,0.94311,0.93056,0.95244,0.75727,0.78965,0.64316,0.89414,0.001307,0.001307,0.001307
37,46.9555,0.74062,0.63164,0.91437,0.94363,0.93006,0.96211,0.76537,0.78095,0.6155,0.89113,0.0012872,0.0012872,0.0012872
38,47.7999,0.74156,0.63137,0.90867,0.95345,0.91667,0.96305,0.76563,0.7766,0.61907,0.88598,0.0012674,0.0012674,0.0012674
39,48.5713,0.7367,0.62396,0.91366,0.94147,0.93056,0.96174,0.76488,0.78954,0.60839,0.89289,0.0012476,0.0012476,0.0012476
40,49.3969,0.73866,0.63008,0.94517,0.94,0.93056,0.95821,0.76676,0.79085,0.60072,0.89501,0.0012278,0.0012278,0.0012278
41,50.2525,0.7102,0.60771,0.91586,0.94421,0.94035,0.95174,0.76188,0.76401,0.61937,0.88642,0.001208,0.001208,0.001208
42,51.0208,0.738,0.6249,0.92392,0.9473,0.91667,0.95324,0.76809,0.7566,0.60681,0.88464,0.0011882,0.0011882,0.0011882
43,51.8785,0.70222,0.58185,0.90886,0.94003,0.93056,0.95559,0.76767,0.78757,0.6072,0.89845,0.0011684,0.0011684,0.0011684
44,52.6897,0.69651,0.5924,0.90989,0.90766,0.95571,0.95216,0.76893,0.77814,0.60675,0.8972,0.0011486,0.0011486,0.0011486
45,53.4663,0.69787,0.59329,0.9154,0.9077,0.95618,0.94646,0.76587,0.77527,0.61417,0.88909,0.0011288,0.0011288,0.0011288
46,54.5426,0.72198,0.60081,0.90271,0.91568,0.94444,0.95126,0.7678,0.77571,0.61069,0.88756,0.001109,0.001109,0.001109
47,55.5142,0.70865,0.58121,0.93644,0.93054,0.94444,0.94843,0.76315,0.77235,0.60879,0.88985,0.0010892,0.0010892,0.0010892
48,56.3879,0.73033,0.63198,0.92892,0.90991,0.982,0.96018,0.7595,0.81011,0.61307,0.90043,0.0010694,0.0010694,0.0010694
49,57.3742,0.6754,0.56399,0.88222,0.95473,0.93056,0.95385,0.75903,0.79319,0.58822,0.88872,0.0010496,0.0010496,0.0010496
50,58.2916,0.68422,0.57119,0.91885,0.95547,0.93056,0.95279,0.765,0.76819,0.5764,0.88163,0.0010298,0.0010298,0.0010298
51,59.1124,0.6733,0.55591,0.88285,0.92185,0.95833,0.94501,0.75437,0.76598,0.58997,0.88586,0.00101,0.00101,0.00101
52,60.0309,0.70194,0.54686,0.90281,0.95766,0.95833,0.94705,0.73893,0.74658,0.5969,0.87633,0.0009902,0.0009902,0.0009902
53,60.9038,0.69636,0.55225,0.89422,0.94412,0.95833,0.95125,0.73536,0.76728,0.5966,0.88724,0.0009704,0.0009704,0.0009704
54,61.768,0.68253,0.55945,0.91129,0.95272,0.94444,0.94998,0.74816,0.74963,0.58694,0.87573,0.0009506,0.0009506,0.0009506
55,62.6097,0.66282,0.52221,0.88502,0.93078,0.93388,0.95442,0.75395,0.76448,0.58263,0.88449,0.0009308,0.0009308,0.0009308
56,63.4337,0.66632,0.5433,0.9025,0.89422,0.97222,0.95779,0.75797,0.77462,0.58784,0.88677,0.000911,0.000911,0.000911
57,64.2579,0.66908,0.53057,0.91076,0.93228,0.95599,0.96012,0.75698,0.78519,0.57713,0.88539,0.0008912,0.0008912,0.0008912
58,65.0169,0.6578,0.5328,0.90174,0.92083,0.96925,0.96296,0.76089,0.77377,0.55481,0.88622,0.0008714,0.0008714,0.0008714
59,65.793,0.67156,0.52466,0.89193,0.96325,0.93056,0.96004,0.76045,0.78036,0.56038,0.89264,0.0008516,0.0008516,0.0008516
60,66.7455,0.67997,0.52717,0.90874,0.93312,0.969,0.95867,0.75633,0.77795,0.56831,0.89303,0.0008318,0.0008318,0.0008318
61,67.5958,0.68149,0.53257,0.90951,0.94208,0.95833,0.95217,0.75689,0.75945,0.5448,0.88375,0.000812,0.000812,0.000812
62,68.4195,0.63898,0.49962,0.89045,0.95625,0.95833,0.95687,0.76131,0.75429,0.53071,0.88318,0.0007922,0.0007922,0.0007922
63,69.3676,0.62312,0.50453,0.87741,0.95573,0.95833,0.95635,0.76608,0.76672,0.54267,0.89198,0.0007724,0.0007724,0.0007724
64,70.3623,0.61452,0.48212,0.8751,0.95827,0.95693,0.95457,0.76727,0.77214,0.53777,0.89418,0.0007526,0.0007526,0.0007526
