epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,43.4823,0.70583,0.56102,0.88872,0.97278,0.98583,0.99411,0.80238,0.76775,0.56973,0.88845,0.001505,0.001505,0.001505
27,44.6158,0.71181,0.55357,0.89526,0.98772,0.96552,0.99376,0.80097,0.73637,0.54592,0.87664,0.0014852,0.0014852,0.0014852
28,45.7379,0.68969,0.53478,0.88127,0.96597,0.96552,0.98657,0.80051,0.73065,0.57266,0.87421,0.0014654,0.0014654,0.0014654
29,46.8946,0.68687,0.52426,0.86833,0.95996,0.99218,0.99285,0.80829,0.7183,0.51388,0.86639,0.0014456,0.0014456,0.0014456
30,48.0308,0.69485,0.52517,0.88115,0.97758,0.97241,0.99322,0.80719,0.70892,0.51013,0.86162,0.0014258,0.0014258,0.0014258
31,49.1597,0.68499,0.52757,0.87282,0.98497,0.97241,0.99355,0.80672,0.70315,0.50569,0.8616,0.001406,0.001406,0.001406
32,50.2836,0.67621,0.51704,0.87728,0.99289,0.96301,0.99364,0.80798,0.70173,0.4919,0.85667,0.0013862,0.0013862,0.0013862
33,51.4259,0.68293,0.50527,0.87103,0.98846,0.96552,0.99217,0.80838,0.7112,0.49725,0.85071,0.0013664,0.0013664,0.0013664
34,52.5683,0.67437,0.5,0.86903,0.97914,0.97121,0.99086,0.80979,0.70315,0.47332,0.85345,0.0013466,0.0013466,0.0013466
35,53.6899,0.66324,0.48958,0.86597,0.96448,0.97931,0.98987,0.81978,0.69653,0.49599,0.85284,0.0013268,0.0013268,0.0013268
36,54.8306,0.65079,0.4788,0.87344,0.96092,0.98621,0.99161,0.81443,0.69193,0.47234,0.85121,0.001307,0.001307,0.001307
37,55.95,0.66111,0.49082,0.88387,0.97959,0.99293,0.99134,0.81896,0.69473,0.46114,0.84441,0.0012872,0.0012872,0.0012872
38,57.0761,0.66248,0.47642,0.86553,0.98937,0.97931,0.99267,0.80614,0.71174,0.46123,0.84989,0.0012674,0.0012674,0.0012674
39,58.1992,0.65464,0.47504,0.87497,0.99299,0.97761,0.99421,0.79656,0.72405,0.45291,0.85621,0.0012476,0.0012476,0.0012476
40,59.325,0.65831,0.46586,0.86947,0.99786,0.97241,0.98704,0.7948,0.74317,0.4534,0.86912,0.0012278,0.0012278,0.0012278
41,60.4475,0.672,0.47235,0.87348,1,0.98597,0.98838,0.80868,0.70596,0.43854,0.86352,0.001208,0.001208,0.001208
42,61.5775,0.67184,0.45856,0.87205,0.99838,0.98621,0.98944,0.79386,0.72166,0.45126,0.86806,0.0011882,0.0011882,0.0011882
43,62.6956,0.66714,0.47574,0.87559,0.99859,0.98621,0.99189,0.80665,0.72366,0.4408,0.85995,0.0011684,0.0011684,0.0011684
44,63.82,0.64548,0.45441,0.86407,0.99309,0.99183,0.99472,0.81707,0.73465,0.44738,0.86423,0.0011486,0.0011486,0.0011486
45,64.9446,0.62436,0.4329,0.86916,0.99305,0.98472,0.99416,0.82556,0.70296,0.43356,0.85239,0.0011288,0.0011288,0.0011288
46,66.0876,0.62995,0.44518,0.86619,0.99032,0.98621,0.99453,0.80702,0.72297,0.44904,0.86057,0.001109,0.001109,0.001109
47,67.2099,0.63983,0.44262,0.84997,1,0.9849,0.99486,0.81277,0.71258,0.43304,0.85582,0.0010892,0.0010892,0.0010892
48,68.3254,0.64134,0.44628,0.87253,1,0.99126,0.995,0.81627,0.7274,0.42827,0.86276,0.0010694,0.0010694,0.0010694
49,69.4547,0.61584,0.42681,0.85764,0.99289,0.97931,0.9944,0.81796,0.73368,0.4472,0.86787,0.0010496,0.0010496,0.0010496
50,70.5818,0.62117,0.4245,0.86342,0.99293,0.96927,0.99393,0.82768,0.72448,0.43863,0.8631,0.0010298,0.0010298,0.0010298
51,71.715,0.61101,0.42779,0.85288,0.96712,0.97241,0.99233,0.82177,0.71371,0.4536,0.85531,0.00101,0.00101,0.00101
52,72.8296,0.61001,0.4263,0.86105,0.96183,0.97241,0.99127,0.81566,0.71787,0.43288,0.85232,0.0009902,0.0009902,0.0009902
53,73.947,0.61597,0.43835,0.85924,0.97931,0.97918,0.99313,0.81945,0.71201,0.42423,0.84778,0.0009704,0.0009704,0.0009704
54,75.0731,0.61039,0.42405,0.85606,0.97293,0.99145,0.99397,0.81545,0.70491,0.42464,0.84836,0.0009506,0.0009506,0.0009506
55,76.1932,0.60356,0.43469,0.86393,0.99235,0.97241,0.99452,0.81472,0.71241,0.42633,0.85114,0.0009308,0.0009308,0.0009308
56,77.3118,0.59479,0.41262,0.85017,1,0.98425,0.99466,0.81675,0.71791,0.4146,0.85496,0.000911,0.000911,0.000911
57,78.4285,0.59316,0.41304,0.8536,0.99822,0.98621,0.99441,0.81767,0.69934,0.41615,0.85045,0.0008912,0.0008912,0.0008912
58,79.5542,0.60763,0.41853,0.86567,1,0.97884,0.99426,0.81518,0.71942,0.41672,0.85996,0.0008714,0.0008714,0.0008714
59,80.6751,0.5949,0.40578,0.85534,1,0.96521,0.99425,0.80781,0.72464,0.41184,0.86416,0.0008516,0.0008516,0.0008516
60,81.7938,0.59004,0.40531,0.85687,0.98368,0.98621,0.99439,0.81435,0.71056,0.41087,0.86324,0.0008318,0.0008318,0.0008318
61,82.9088,0.62348,0.40777,0.86047,0.98495,0.98621,0.99453,0.80668,0.69371,0.4032,0.85393,0.000812,0.000812,0.000812
62,84.0277,0.59198,0.39612,0.85215,0.993,0.97765,0.99419,0.81107,0.68984,0.40233,0.84679,0.0007922,0.0007922,0.0007922
63,85.1456,0.60117,0.40427,0.85248,0.99199,0.97931,0.99446,0.81469,0.69536,0.39268,0.84832,0.0007724,0.0007724,0.0007724
64,86.2708,0.58114,0.38862,0.85404,0.9862,0.98545,0.99408,0.82222,0.68417,0.38815,0.84321,0.0007526,0.0007526,0.0007526
65,87.3901,0.5715,0.38362,0.84282,0.99203,0.97931,0.99352,0.8247,0.69747,0.39216,0.84793,0.0007328,0.0007328,0.0007328
66,88.5134,0.619,0.40287,0.86351,0.98627,0.99079,0.99479,0.81604,0.70715,0.38248,0.84959,0.000713,0.000713,0.000713
67,89.6221,0.58232,0.38337,0.85129,0.9863,0.993,0.99479,0.82344,0.69508,0.37158,0.84607,0.0006932,0.0006932,0.0006932
68,90.7435,0.58597,0.38493,0.84855,0.9835,0.9931,0.99431,0.81728,0.71251,0.3835,0.85282,0.0006734,0.0006734,0.0006734
69,91.8764,0.57585,0.37866,0.84633,0.98612,0.9931,0.99424,0.82361,0.69637,0.37723,0.84549,0.0006536,0.0006536,0.0006536
70,92.9953,0.59146,0.37972,0.85332,0.99308,0.98975,0.99486,0.82199,0.68732,0.38038,0.8455,0.0006338,0.0006338,0.0006338
